uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
2,1,U,CA,N,1023,2893,512.37,447.38,2864,1009,44.74,286.4,100.9,516,188,61,364,132,49,S,CALIFORNIA NORTH AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,339,1067176
2,1,U,AA,N,408,1138,298.58,245.37,1045,376,22.31,95.0,34.18,34,13,31,54,23,31,C,NEW ENGLAND AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,7,S,M,4,M,9,,,A,0,N,U,U,U,U,Y,Y,385,1067177
1,1,U,AA,N,4213,7574,1271.16,1207.18,7560,4203,86.23,540.0,300.21,977,483,151,846,443,124,U,CALIFORNIA NORTH AREA,N,N,129.9899902,1,1,WCMB,0,0,R,6,S,S,1,M,4,,C,A,0,O,U,U,U,U,U,Y,446,1067178
2,2,U,AA,N,570,2767,845.36,570.42,2767,570,57.04,276.7,57.0,416,67,60,350,65,61,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,5,S,M,2,M,6,1,C,A,0,N,Y,U,U,U,U,Y,339,1067179
1,1,U,AA,N,1400,7960,583.55,348.58,7960,1400,29.05,663.33,116.67,782,154,35,739,133,35,C,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,11,S,M,5,M,7,,I,A,1,O,U,U,U,U,Y,Y,385,1067180
3,2,U,AA,N,2242,4014,436.69,423.69,3988,2226,30.26,284.86,159.0,579,347,59,469,267,44,,ATLANTIC SOUTH AREA,Y,N,59.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,F,U,U,U,U,U,N,446,1067181
1,1,Y,AA,N,1135,3187,442.84,362.87,3187,1135,30.24,265.58,94.58,227,84,32,237,92,32,T,TENNESSEE AREA,Y,N,29.98999023,1,1,WC,1,0,O,6,S,U,3,M,8,,,A,0,N,U,Y,U,U,U,Y,385,1067182
1,1,U,EA,Y,2372,7771,689.94,584.96,7759,2369,58.5,775.9,236.9,644,231,57,707,234,59,C,ATLANTIC SOUTH AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,339,1067183
1,1,U,EA,Y,7329,18840,826.39,765.63,18825,7319,54.69,1344.64,522.79,1169,466,51,1237,490,51,U,NEW YORK CITY AREA,Y,N,149.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,431,1067184
1,1,U,AA,N,2149,4240,1028.43,968.45,4208,2130,69.18,300.57,152.14,204,110,61,219,110,61,S,OHIO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,446,1067185
1,1,N,AA,N,1428,3658,489.39,429.41,3655,1426,35.78,304.58,118.83,404,142,45,373,135,41,T,GREAT LAKES AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,6,S,M,3,M,6,,C,A,0,N,U,U,U,U,U,Y,385,1067186
1,1,N,AA,N,841,2255,380.96,320.98,2229,835,40.12,278.63,104.38,299,109,46,277,103,39,C,HOUSTON AREA,N,N,129.9899902,2,2,WCMB,1,1,O,6,S,U,3,M,9,1,,A,0,S,Y,U,U,U,U,Y,230,1067187
1,1,U,AA,N,1196,2728,364.82,304.84,2721,1192,30.48,272.1,119.2,313,131,31,343,147,31,C,SOUTHWEST AREA,N,N,29.98999023,1,1,WCMB,0,0,O,3,S,A,3,M,2,1,C,A,0,H,U,U,U,U,U,Y,339,1067188
2,2,Y,CA,Y,3532,7547,686.67,606.69,7492,3506,60.67,749.2,350.6,1057,410,74,812,369,65,S,PHILADELPHIA AREA,Y,N,199.9899902,1,1,WCMB,0,0,,1,,B,1,M,1,1,C,,0,H,U,U,U,U,U,Y,339,1067189
2,2,U,AA,N,413,1152,838.06,796.87,1148,412,66.41,95.67,34.33,156,41,76,132,40,69,T,ATLANTIC SOUTH AREA,Y,N,29.98999023,1,1,WC,0,0,O,7,S,U,3,M,5,,I,A,0,N,U,Y,U,U,U,Y,385,1067190
1,1,U,BA,N,3101,8323,1037.69,974.74,8275,3081,121.84,1034.38,385.13,844,343,57,1057,386,110,C,PHILADELPHIA AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,6,S,M,4,M,9,,,A,0,U,U,U,U,U,U,Y,277,1067191
1,1,U,AA,N,103,847,182.07,162.08,842,101,20.26,105.25,12.63,61,13,20,96,11,20,T,NEW ENGLAND AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,15,M,M,2,M,7,1,C,N,0,N,U,U,U,U,U,Y,277,1067192
2,1,U,DA,N,604,1638,399.61,339.24,1432,531,30.84,130.18,48.27,123,50,30,117,48,30,S,MIDWEST AREA,N,N,29.98999023,1,1,NA,0,0,O,15,S,M,5,M,4,3,C,A,0,N,U,U,U,U,U,Y,385,1067193
1,1,N,BA,N,711,1655,395.6,335.62,1635,701,27.97,136.25,58.42,146,73,35,130,62,35,S,TENNESSEE AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,1,S,M,2,M,7,,I,A,0,N,U,U,Y,U,U,Y,385,1067194
1,1,Y,AA,N,2249,5695,646.59,586.61,5695,2249,41.9,406.79,160.64,940,344,81,633,243,57,U,PHILADELPHIA AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,15,S,M,3,M,3,2,I,A,0,G,U,U,U,U,Y,Y,446,1067195
10,8,U,I,N,10504,20367,2759.13,2699.15,20338,10497,269.92,2033.8,1049.7,2333,1130,275,2257,1143,277,C,SOUTHWEST AREA,Y,N,129.9899902,1,1,WCMB,,,,,,,,,,,,,,,,,,,,,339,1067196
2,1,U,AA,N,843,2727,441.13,387.92,2504,772,35.27,227.64,70.18,391,105,45,262,75,38,,SOUTHWEST AREA,Y,R,29.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,R,U,U,U,U,U,N,72,1067197
1,1,U,EA,Y,4711,11871,886.44,799.83,11734,4647,88.87,1303.78,516.33,524,217,31,1136,427,65,C,ATLANTIC SOUTH AREA,Y,R,129.9899902,3,3,WCMB,0,0,O,15,S,S,5,M,3,3,,,0,Z,U,U,U,U,U,Y,121,1067198
2,2,Y,CA,N,1425,6678,770.32,690.34,6659,1416,57.53,554.92,118.0,322,111,64,455,127,62,S,SOUTHWEST AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,15,S,M,5,M,9,1,I,A,0,N,U,U,U,U,U,Y,385,1067199
2,1,U,AA,N,697,1798,618.67,540.71,1782,687,38.62,127.29,49.07,24,11,30,85,30,31,U,GREAT LAKES AREA,N,N,,1,1,WC,1,1,O,2,S,M,5,M,3,1,,A,0,Z,U,U,U,U,Y,Y,446,1067200
5,5,Y,AA,N,1230,3352,179.2,106.91,3186,1180,11.88,354.0,131.11,326,129,13,388,140,13,S,NEW YORK CITY AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,8,S,M,6,M,9,2,C,A,1,O,U,U,U,U,Y,Y,339,1067201
1,1,N,AA,N,785,2900,398.25,368.26,2886,776,36.83,288.6,77.6,397,100,34,370,89,36,R,TENNESSEE AREA,N,N,29.98999023,3,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,300,1067202
1,1,Y,JF,Y,210,1356,457.17,377.2,1356,210,26.94,96.86,15.0,32,10,30,72,12,30,U,TENNESSEE AREA,Y,N,29.98999023,1,1,WC,0,0,O,7,S,M,3,M,9,,C,A,0,N,Y,Y,U,U,U,Y,446,1067203
1,1,U,BA,N,901,2783,513.65,398.68,2783,901,39.87,278.3,90.1,155,54,36,268,88,45,R,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,1,M,U,2,M,4,1,C,C,0,U,U,U,Y,U,U,Y,339,1067204
1,1,Y,AA,N,4318,8524,833.37,773.39,8509,4310,96.67,1063.63,538.75,1245,635,145,1158,577,117,U,PHILADELPHIA AREA,Y,R,99.98999023,2,2,WCMB,0,0,O,5,S,B,1,M,1,1,C,A,0,Z,U,U,U,U,U,Y,133,1067205
2,2,Y,AA,N,819,2450,550.94,490.96,2443,814,49.1,244.3,81.4,255,79,51,210,67,52,S,GREAT LAKES AREA,N,N,29.98999023,1,1,NA,0,0,O,4,S,A,2,M,6,1,C,A,0,I,U,U,U,U,U,Y,339,1067206
2,1,N,CA,N,3016,14638,2020.79,1945.8,14618,3006,162.15,1218.17,250.5,1589,315,227,1206,241,164,C,MIDWEST AREA,Y,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,385,1067207
5,5,U,AA,N,3416,8545,1150.96,997.6,8501,3403,110.84,944.56,378.11,1640,659,139,1163,473,124,S,CENTRAL/SOUTH TEXAS AREA,Y,R,29.98999023,3,2,WCMB,0,0,O,,,U,1,M,8,,C,,0,N,U,U,U,U,U,Y,68,1067208
1,1,U,BA,N,1969,5533,947.43,842.45,5409,1952,84.25,540.9,195.2,580,237,96,634,241,89,,SOUTH FLORIDA AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,1,M,,,A,,0,S,U,U,U,U,U,N,339,1067209
2,2,U,BA,N,802,2319,683.81,443.84,2319,802,44.38,231.9,80.2,85,39,30,145,58,31,U,MIDWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,2,M,U,5,M,3,2,I,B,0,B,U,U,U,U,U,Y,339,1067210
2,1,U,BA,N,869,1780,607.89,417.91,1780,869,29.85,127.14,62.07,141,68,37,130,64,34,U,MIDWEST AREA,U,R,,2,2,UNKW,0,0,O,2,S,A,4,M,6,2,C,A,0,B,U,U,U,U,U,Y,47,1067211
1,1,Y,U,Y,2202,10223,1185.65,955.68,10223,2202,119.46,1277.88,275.25,1641,345,146,1487,314,128,U,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,277,1067212
1,1,U,AA,N,1487,4561,496.33,436.35,4558,1484,31.17,325.57,106.0,201,82,35,236,84,33,U,CALIFORNIA NORTH AREA,Y,N,29.98999023,1,1,NA,0,0,,,M,A,2,M,6,,I,,0,N,U,U,U,U,U,Y,446,1067213
3,2,U,EA,N,5712,17511,1834.42,1739.96,17274,5654,145.0,1439.5,471.17,1551,484,132,1935,622,188,U,LOS ANGELES AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,385,1067214
2,1,U,CA,N,5096,8765,835.42,737.11,8473,5015,73.71,847.3,501.5,1212,796,114,1083,723,88,R,GREAT LAKES AREA,Y,N,149.9899902,1,1,WCMB,1,1,O,8,S,M,5,M,6,1,,A,0,Z,U,U,U,U,U,Y,339,1067215
2,1,U,AA,N,1478,4889,651.77,522.16,3947,1230,47.47,358.82,111.82,371,128,50,334,115,51,T,CALIFORNIA NORTH AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,2,S,B,1,M,9,,C,A,0,U,U,U,U,U,U,Y,385,1067216
1,1,Y,BA,N,4749,10525,1004.92,924.94,10519,4746,77.08,876.58,395.5,751,364,80,816,367,83,T,ATLANTIC SOUTH AREA,Y,N,149.9899902,2,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,63,1067217
1,1,U,EA,Y,934,4591,551.56,491.58,4590,933,40.97,382.5,77.75,362,57,41,332,56,41,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,1,1,WCMB,1,0,,2,M,U,3,M,3,1,C,D,0,S,U,U,U,U,U,Y,385,1067218
1,1,N,AA,N,2265,6873,647.59,567.61,6873,2265,56.76,687.3,226.5,631,181,55,647,204,55,S,ATLANTIC SOUTH AREA,Y,R,129.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,290,1067219
1,1,U,JF,Y,886,6247,537.82,457.85,6247,886,32.7,446.21,63.29,513,53,55,472,63,42,,MIDWEST AREA,Y,N,29.98999023,1,1,WC,0,0,O,1,S,M,2,M,4,2,I,A,0,U,Y,Y,Y,U,U,Y,446,1067220
1,1,N,AA,N,1149,3789,375.51,315.53,3782,1146,31.55,378.2,114.6,299,72,37,356,97,36,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,5,S,M,2,M,7,1,I,A,0,N,U,U,U,U,U,Y,339,1067221
6,1,U,AA,N,461,1818,407.51,367.52,1805,460,30.63,150.42,38.33,143,67,28,187,54,29,S,ATLANTIC SOUTH AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,2,M,S,1,M,5,1,B,C,0,H,U,U,U,U,U,Y,385,1067222
2,2,U,BA,N,460,913,361.47,299.5,913,460,37.44,114.13,57.5,129,49,33,125,60,38,U,SOUTH FLORIDA AREA,Y,N,59.98999023,1,1,WCMB,1,1,O,15,S,M,6,M,4,1,C,A,0,H,U,U,U,U,U,Y,277,1067223
3,2,Y,AA,N,1660,5227,864.83,784.85,5141,1640,56.06,367.21,117.14,228,72,50,250,88,51,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,79.98999023,1,1,WCMB,0,0,O,14,,B,1,M,6,,C,,0,N,U,U,U,U,U,Y,446,1067224
1,1,U,AA,N,2517,10086,1226.86,1146.88,10077,2514,95.57,839.75,209.5,1273,327,185,935,241,119,,CHICAGO AREA,Y,N,129.9899902,1,1,WCMB,1,1,O,12,S,B,1,M,6,,C,A,0,U,U,U,U,U,U,Y,385,1067225
2,1,N,ZA,Y,3108,5712,521.98,486.24,5645,3061,40.52,470.42,255.08,346,190,37,401,217,40,S,OHIO AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,385,1067226
1,1,U,CA,Y,2480,5608,655.97,575.99,5586,2473,57.6,558.6,247.3,444,220,53,431,216,56,T,DALLAS AREA,N,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,339,1067227
1,1,U,AA,N,1182,2496,492.49,432.51,2492,1178,36.04,207.67,98.17,198,98,34,197,100,34,S,CALIFORNIA NORTH AREA,N,N,29.98999023,1,1,WC,0,0,O,15,S,M,6,M,9,2,,A,0,U,U,U,U,U,U,Y,385,1067228
2,2,N,AA,N,787,3524,1040.02,1010.03,3524,787,84.17,293.67,65.58,533,87,194,401,72,133,R,OHIO AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,4,S,M,3,M,9,,C,A,0,G,Y,Y,Y,U,U,Y,385,1067229
1,1,N,CA,Y,2493,13004,589.98,510.0,12982,2486,51.0,1298.2,248.6,1686,321,51,1372,278,51,,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,339,1067230
1,1,U,BA,N,1079,3849,361.18,301.2,3849,1079,37.65,481.13,134.88,732,166,40,577,149,38,U,DC/MARYLAND/VIRGINIA AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,6,,S,1,M,6,1,A,,0,S,U,U,U,U,U,Y,277,1067231
1,1,N,ZA,Y,2373,5229,604.7,524.72,5229,2373,65.59,653.63,296.63,259,113,47,293,102,51,U,NEW YORK CITY AREA,N,N,129.9899902,1,1,WCMB,0,0,O,7,M,U,4,M,2,3,,O,0,H,Y,U,Y,Y,U,Y,277,1067232
2,2,U,DA,Y,1070,1830,632.28,580.85,1662,980,72.61,207.75,122.5,356,221,109,227,138,89,S,NEW YORK CITY AREA,Y,R,129.9899902,2,2,WCMB,1,0,O,2,M,M,2,M,4,1,C,B,0,I,U,U,U,U,U,Y,172,1067233
1,1,U,AA,N,603,4588,397.17,337.19,4569,602,33.72,456.9,60.2,505,88,32,483,67,32,T,TENNESSEE AREA,Y,N,59.98999023,1,1,WCMB,1,0,,0,S,U,1,M,2,,,A,0,N,U,U,U,U,U,N,339,1067234
2,2,N,AA,N,391,1673,489.69,409.71,1673,391,40.97,167.3,39.1,76,18,50,159,33,43,R,MIDWEST AREA,Y,N,29.98999023,2,1,WC,0,0,,,,U,1,M,,,,,0,U,U,U,U,U,U,N,319,1067235
1,1,Y,DA,Y,787,2376,357.62,254.78,1887,616,36.4,269.57,88.0,353,117,38,271,89,37,C,DC/MARYLAND/VIRGINIA AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,276,1067236
1,1,N,DA,Y,2660,8977,923.44,863.46,8976,2659,61.68,641.14,189.93,712,274,63,711,263,63,T,MIDWEST AREA,Y,N,79.98999023,4,3,WCMB,0,0,,2,S,B,1,M,5,,C,A,0,N,U,U,U,Y,U,Y,239,1067237
1,1,Y,EA,Y,1036,1955,715.25,635.27,1946,1032,52.94,162.17,86.0,151,77,50,149,77,50,C,DC/MARYLAND/VIRGINIA AREA,N,N,129.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,310,1067238
2,2,Y,A,N,1691,3581,869.05,594.14,3453,1630,59.41,345.3,163.0,359,173,53,312,154,53,U,SOUTH FLORIDA AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,339,1067239
1,1,U,AA,N,622,2755,473.39,386.43,2728,611,48.3,341.0,76.38,145,48,31,157,54,37,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,277,1067240
1,1,U,AA,N,859,2360,478.96,284.0,2328,844,20.29,166.29,60.29,121,49,20,137,54,20,S,OHIO AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,446,1067241
2,2,U,AA,N,1361,3213,212.02,147.25,3061,1269,12.27,255.08,105.75,368,160,10,404,171,15,S,NORTH FLORIDA AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,8,S,M,6,M,5,1,,A,0,N,U,U,U,U,U,Y,385,1067242
1,1,N,EA,Y,6091,13538,1187.61,1107.63,13525,6087,92.3,1127.08,507.25,1495,675,84,799,355,59,U,NEW YORK CITY AREA,Y,N,199.9899902,3,2,WCMB,0,0,O,,,S,1,M,8,2,A,,0,S,U,U,U,U,U,Y,111,1067243
1,1,U,EA,Y,2811,9559,857.85,777.87,9558,2810,55.56,682.71,200.71,693,150,58,635,178,55,U,NEW YORK CITY AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,15,S,U,5,M,1,1,,A,0,H,U,U,U,U,U,Y,446,1067244
2,2,U,B,N,3572,10243,472.27,432.28,10243,3572,30.88,731.64,255.14,747,261,20,831,290,25,,DC/MARYLAND/VIRGINIA AREA,Y,R,99.98999023,4,3,WCMB,0,0,,,,U,,,,,,,0,R,U,U,U,U,U,N,216,1067245
2,2,U,BA,N,1947,9151,1010.67,930.69,9075,1937,77.56,756.25,161.42,359,89,50,441,114,51,S,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,385,1067246
1,1,U,BA,N,855,3574,533.31,473.33,3574,855,33.81,255.29,61.07,267,80,42,246,67,38,R,ATLANTIC SOUTH AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,5,S,S,2,M,3,2,C,A,0,N,U,U,U,U,U,Y,446,1067247
1,1,U,CA,Y,4791,10348,1058.66,953.68,10341,4786,68.12,738.64,341.86,356,180,26,632,297,54,S,DALLAS AREA,N,R,79.98999023,2,2,WCMB,1,1,O,1,S,A,2,M,8,2,,A,0,N,U,U,U,U,U,Y,96,1067248
4,4,U,AA,N,2620,4680,505.47,434.1,4613,2584,31.01,329.5,184.57,375,217,30,364,214,30,U,SOUTH FLORIDA AREA,N,N,29.98999023,1,1,WCMB,1,0,O,5,M,B,1,M,6,1,C,B,0,H,U,U,U,U,U,Y,446,1067249
2,1,U,D4,N,2599,14394,2134.03,2084.04,14394,2599,173.67,1199.5,216.58,1248,224,141,1262,244,172,S,ATLANTIC SOUTH AREA,N,N,79.98999023,1,1,WC,0,0,,3,S,B,1,M,5,,,A,0,Z,U,U,U,U,U,N,385,1067250
1,1,U,AA,N,669,1986,363.92,303.94,1986,669,30.39,198.6,66.9,242,65,30,165,50,31,U,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,M,S,1,M,5,,C,,0,Z,U,U,U,U,U,Y,339,1067251
1,1,U,AA,N,1059,5950,726.85,646.87,5948,1057,53.91,495.67,88.08,517,92,50,485,91,50,C,NORTH FLORIDA AREA,Y,N,199.9899902,2,1,WCMB,0,0,O,15,S,M,4,M,5,,C,A,0,S,U,U,U,U,U,Y,329,1067252
1,1,U,CA,Y,2824,13346,856.94,796.96,13346,2824,79.7,1334.6,282.4,1798,371,52,1358,277,55,C,OHIO AREA,Y,N,79.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,264,1067253
1,1,N,BA,N,5110,12704,696.97,636.99,12701,5107,45.5,907.21,364.79,1193,439,71,1164,447,69,S,CENTRAL/SOUTH TEXAS AREA,Y,N,129.9899902,2,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,330,1067254
2,1,U,BA,N,1054,3011,426.45,391.46,2973,1045,48.93,371.63,130.63,352,124,50,376,128,50,T,OHIO AREA,Y,R,9.989997864,1,1,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,277,1067255
1,1,U,BA,N,11219,18239,831.18,726.2,18234,11218,60.52,1519.5,934.83,1239,694,40,1385,783,52,S,HOUSTON AREA,N,N,129.9899902,3,3,WCMB,1,1,O,15,M,S,5,M,2,3,C,B,0,O,U,U,U,Y,Y,Y,294,1067256
1,1,U,AA,N,586,1789,303.14,243.16,1728,568,30.4,216.0,71.0,281,83,31,220,66,31,C,CENTRAL/SOUTH TEXAS AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,94,1067257
1,1,U,U1,Y,2207,7229,1510.73,1455.75,7224,2202,103.98,516.0,157.29,490,163,83,345,112,85,,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,446,1067258
1,1,U,EA,Y,1725,10652,623.56,543.58,10651,1724,54.36,1065.1,172.4,1352,228,50,1248,183,51,T,SOUTHWEST AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,2,,U,1,M,6,,C,,0,H,U,U,U,U,U,N,322,1067259
2,1,N,E4,Y,3469,10376,806.55,683.85,9575,3196,75.98,1063.89,355.11,1383,473,103,1188,385,83,S,LOS ANGELES AREA,T,N,99.98999023,2,2,WCMB,0,0,O,15,S,M,5,M,6,1,,A,0,N,U,Y,U,U,U,Y,107,1067260
1,1,U,ZA,Y,2559,6392,743.18,663.2,6392,2559,55.27,532.67,213.25,240,103,35,401,192,51,U,NEW YORK CITY AREA,Y,N,199.9899902,6,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,153,1067261
1,1,U,BA,N,2244,5305,537.04,477.06,5305,2244,34.08,378.93,160.29,465,163,42,442,165,37,S,CHICAGO AREA,N,N,129.9899902,1,1,WCMB,0,0,,1,M,B,1,M,3,,,B,0,H,U,U,U,U,U,N,446,1067262
1,1,U,AA,N,1020,1997,374.37,324.39,1995,1018,40.55,249.38,127.25,344,170,48,285,142,39,U,LOS ANGELES AREA,Y,R,29.98999023,4,2,WCMB,0,0,O,2,S,U,4,M,5,2,B,A,0,R,U,U,U,U,U,Y,1,1067263
4,3,Y,B,N,7088,12959,1690.61,1619.95,12573,6870,202.49,1571.63,858.75,1294,708,132,1492,800,167,S,SOUTHWEST AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,15,S,M,2,M,5,,C,A,0,S,U,U,U,U,U,Y,123,1067264
1,1,U,AA,N,1420,4501,441.52,381.54,4489,1414,31.8,374.08,117.83,313,91,30,305,107,31,T,MIDWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,,2,M,B,1,M,4,,A,B,0,N,U,U,U,U,U,N,385,1067265
2,2,Y,AA,N,1911,5424,642.4,412.43,5424,1911,51.55,678.0,238.88,762,257,52,743,258,52,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,14,M,S,3,M,3,1,B,B,0,I,U,U,U,U,U,Y,277,1067266
1,1,U,C,N,3236,7576,685.64,625.66,7575,3235,44.69,541.07,231.07,1282,445,47,760,275,38,S,CALIFORNIA NORTH AREA,Y,N,129.9899902,2,2,WCMB,0,0,,0,S,U,1,M,1,,B,A,0,H,U,U,U,U,U,Y,161,1067267
1,1,U,BA,N,1612,3161,461.23,401.25,3161,1612,28.66,225.79,115.14,253,129,30,232,112,30,R,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,15,S,M,2,M,6,,C,A,0,S,U,U,Y,Y,Y,N,446,1067268
1,1,U,BA,N,4119,7681,944.78,884.8,7675,4117,88.48,767.5,411.7,666,362,81,901,486,99,T,CHICAGO AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,208,1067269
1,1,U,AA,N,82,177,335.59,275.61,177,82,27.56,17.7,8.2,0,0,26,0,0,26,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,1,S,U,5,M,5,3,C,A,0,O,U,U,U,U,U,Y,339,1067270
2,1,N,AA,N,719,3504,430.05,380.06,3463,701,47.51,432.88,87.63,198,50,35,311,74,41,T,SOUTHWEST AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,277,1067271
2,2,U,BA,N,1425,3403,393.94,316.28,3174,1301,39.54,396.75,162.63,352,144,38,379,149,40,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,WCMB,0,0,O,15,M,S,3,M,5,2,G,D,0,I,U,U,U,U,U,Y,277,1067272
1,1,U,AA,N,278,1759,573.07,509.09,1759,278,36.36,125.64,19.86,151,24,34,126,18,34,T,ATLANTIC SOUTH AREA,Y,N,59.98999023,2,1,WCMB,0,0,O,7,S,U,2,M,6,,I,A,0,N,U,U,U,U,U,Y,445,1067273
1,1,U,CA,Y,2688,8276,838.91,758.93,8274,2687,63.24,689.5,223.92,1206,313,93,882,257,73,U,DC/MARYLAND/VIRGINIA AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,,,U,1,M,6,,,,0,Z,U,U,U,U,U,Y,385,1067274
1,1,Y,ZA,Y,2897,6706,724.62,619.64,6701,2892,77.46,837.63,361.5,680,325,78,778,340,78,S,SOUTHWEST AREA,N,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,277,1067275
1,1,U,AA,N,1445,4269,734.42,674.44,4269,1445,67.44,426.9,144.5,351,151,44,499,159,90,S,GREAT LAKES AREA,Y,N,29.98999023,1,1,NA,0,0,O,6,S,M,3,M,9,2,C,A,0,S,U,U,Y,U,U,Y,339,1067276
1,1,U,AA,N,1354,4989,817.02,757.04,4989,1354,75.7,498.9,135.4,390,119,54,434,125,65,U,DC/MARYLAND/VIRGINIA AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,2,M,,,G,,0,I,U,U,U,U,U,N,283,1067277
